date,apr
2024-08-15,0.2171013802315488
2024-08-14,0.2070967649738085
2024-08-13,0.21242923182206003
2024-08-12,0.3323753666220408
2024-08-11,0.1873843252074283
2024-08-10,0.11412160998913598
2024-08-09,0.2466015412846583
2024-08-08,0.316231567329198
2024-08-07,0.273408976629973
2024-08-06,0.29490562209131205
2024-08-05,0.6199786594604947
2024-08-04,0.2927948268301719
2024-08-03,0.22756675651157385
2024-08-02,0.30150902704280036
2024-08-01,0.3116473801079065
2024-07-31,0.13724061002112545
2024-07-30,0.11731038716613562
2024-07-29,0.1407385706829141
2024-07-28,0.05630956157779638
2024-07-27,0.1550620490746867
2024-07-26,0.11476953666638619
2024-07-25,0.1770792108800578
2024-07-24,0.11711169222503982
2024-07-23,0.14276669362420732
2024-07-22,0.11331825599038693
2024-07-21,0.12668618030961884
2024-07-20,0.07492307491748262
2024-07-19,0.1765652702847735
2024-07-18,0.14499383903173477
2024-07-17,0.17508862814730924
2024-07-16,0.2272118221995966
2024-07-15,0.21400162334175848
2024-07-14,0.1014086475433312
2024-07-13,0.0629357759420855
2024-07-12,0.12129993481388937
2024-07-11,0.14425635512420615
2024-07-10,0.12995856950909462
2024-07-09,0.1272270605537068
2024-07-08,0.22531730106248649
2024-07-07,0.11634599723431581
2024-07-06,0.115074936296209
2024-07-05,0.39567351302999876
2024-07-04,0.3963146733348297
2024-07-03,0.20037124158940448
2024-07-02,0.11882914022918152
2024-07-01,0.11178985673948813
2024-06-30,0.07737154857905953
2024-06-29,0.04551143943527887
2024-06-28,0.1279907133972593
2024-06-27,0.10313418479831848
2024-06-26,0.11329774158626076
2024-06-25,0.13837065480123273
2024-06-24,0.27824182312988816
2024-06-23,0.051134779864472395
2024-06-22,0.04453991403750916
2024-06-21,0.13951832323203908
2024-06-20,0.15950502602637118
2024-06-19,0.13525908473568243
2024-06-18,0.25540314058622016
2024-06-17,0.17337060122097256
2024-06-16,0.07613795967881394
2024-06-15,0.06704320336847364
2024-06-14,0.19909014850867854
2024-06-13,0.17197193218398113
2024-06-12,0.1778784957476038
2024-06-11,0.26515302310267974
2024-06-10,0.08465038326572112
2024-06-09,0.05354347050935875
2024-06-08,0.05286860038866994
2024-06-07,0.13069117156770177
2024-06-06,0.0723976747776199
2024-06-05,0.10552346367072221
2024-06-04,0.10389689958052487
2024-06-03,0.10933367781630571
2024-06-02,0.05899636450469169
2024-06-01,0.04106844928674655
2024-05-31,0.11044339252324942
2024-05-30,0.11523868784977478
2024-05-29,0.1274732267779678
2024-05-28,0.14463932925221296
2024-05-27,0.12761373144450566
2024-05-26,0.07137933106384559
2024-05-25,0.061434883038856414
2024-05-24,0.1614696409210484
2024-05-23,0.28482129299826975
2024-05-22,0.26345402002435053
2024-05-21,0.3290613372527626
2024-05-20,0.35491998138657116
2024-05-19,0.15036569053693172
2024-05-18,0.12046458338638859
2024-05-17,0.21015080263624278
2024-05-16,0.18212102347667386
2024-05-15,0.2594491767135145
2024-05-14,0.22682083215139034
2024-05-13,0.2380659691413325
2024-05-12,0.07908147762549098
2024-05-11,0.08813450065641558
2024-05-10,0.17115194343532905
2024-05-09,0.15478625424268933
2024-05-08,0.18883517237427738
2024-05-07,0.19258721168689666
2024-05-06,0.20796232581162738
2024-05-05,0.1386705217315418
2024-05-04,0.14465543338515063
2024-05-03,0.2261947131477043
2024-05-02,0.1872274507615139
2024-05-01,0.32828917160835874
2024-04-30,0.25969296837087835
2024-04-29,0.1614923918754129
2024-04-28,0.13030609221976538
2024-04-27,0.13375301736886513
2024-04-26,0.1380273989866126
2024-04-25,0.192150319211232
2024-04-24,0.18345833161848077
2024-04-23,0.12575846246074318
2024-04-22,0.15395987522994262
2024-04-21,0.11542067776254185
2024-04-20,0.14399209442370042
2024-04-19,0.2666237224162519
2024-04-18,0.22419541543063812
2024-04-17,0.24014984427217761
2024-04-16,0.23768244067441363
2024-04-15,0.2862897423535451
2024-04-14,0.2826667810015543
2024-04-13,0.3475122217715341
2024-04-12,0.25905489330389575
2024-04-11,0.17108966631999822
2024-04-10,0.17175439806932963
2024-04-09,0.21343544054961902
2024-04-08,0.09354926971449254
2024-04-07,0.10878421230980177
2024-04-06,0.09476776427841636
2024-04-05,0.19873041911592804
2024-04-04,0.18503394172198842
2024-04-03,0.162613729410801
2024-04-02,0.22238396246582853
2024-04-01,0.14436167016911236
2024-03-31,0.07406410727068806
2024-03-30,0.07762834693621899
2024-03-29,0.10220236710397317
2024-03-28,0.14219405730998055
2024-03-27,0.15918424971559533
2024-03-26,0.14298381172130825
2024-03-25,0.16390973791701433
2024-03-24,0.12171441211008772
2024-03-23,0.1106091671321356
2024-03-22,0.17376610268212656
2024-03-21,0.21610459645208654
2024-03-20,0.30611176513881616
2024-03-19,0.31554410364484914
2024-03-18,0.20524895022498613
2024-03-17,0.20731391630174342
2024-03-16,0.20021023288970294
2024-03-15,0.26988511535515936
2024-03-14,0.21671650647831095
2024-03-13,0.15711187721733513
2024-03-12,0.21550467841296694
2024-03-11,0.22354516375216607
2024-03-10,0.13696443296123717
2024-03-09,0.0940371063920514
2024-03-08,0.20164711298664303
2024-03-07,0.1950617600469502
2024-03-06,0.2564135958656173
2024-03-05,0.4139825799579493
2024-03-04,0.31051096820792895
2024-03-03,0.15510977541280982
2024-03-02,0.13814101193123893
2024-03-01,0.22703265181170984
2024-02-29,0.33422115205382535
2024-02-28,0.3136875658331814
2024-02-27,0.2376988254131336
2024-02-26,0.2273697021996511
2024-02-25,0.14882225794790102
2024-02-24,0.10081614664145638
2024-02-23,0.18419426284034557
2024-02-22,0.21434401595798352
2024-02-21,0.23125771698358552
2024-02-20,0.2878230003608975
2024-02-19,0.20737652547694146
2024-02-18,0.16626202054815442
2024-02-17,0.15932106798193008
2024-02-16,0.20283484082207273
2024-02-15,0.23176004211935922
2024-02-14,0.20976692887684054
2024-02-13,0.2379324363904314
2024-02-12,0.20298824749617048
2024-02-11,0.11738858149010711
2024-02-10,0.10749036847981233
2024-02-09,0.2201990256289658
2024-02-08,0.18236771011523575
2024-02-07,0.1557760957744968
2024-02-06,0.15041383243628229
2024-02-05,0.14944808623198316
2024-02-04,0.10115957978901449
2024-02-03,0.08516567945295908
2024-02-02,0.1700959244263865
2024-02-01,0.232250342250979
2024-01-31,0.2218264800270694
2024-01-30,0.16998665742645794
2024-01-29,0.15172430398873354
2024-01-28,0.14161453374889305
2024-01-27,0.08679941873480859
2024-01-26,0.15606514018300777
2024-01-25,0.1285604062159048
2024-01-24,0.14641310738137817
2024-01-23,0.1755473386179087
2024-01-22,0.17615304530201406
2024-01-21,0.062031008576829194
2024-01-20,0.0846364786362848
2024-01-19,0.13425640434392144
2024-01-18,0.11236270487983108
2024-01-17,0.14862935857964854
2024-01-16,0.19288634214105368
2024-01-15,0.19566893285344183
2024-01-14,0.16570095059866874
2024-01-13,0.1794434027674526
2024-01-12,0.2906446506911949
2024-01-11,0.2545666565138981
2024-01-10,0.21072292238677176
2024-01-09,0.15363784941534034
2024-01-08,0.24916061134949247
2024-01-07,0.10836690517136263
2024-01-06,0.09198006584033211
2024-01-05,0.1402286786410373
2024-01-04,0.12667074520055552
2024-01-03,0.18752115035741582
2024-01-02,0.16153060687051912
2024-01-01,0.12585639805577412
2023-12-31,0.09437177600915203
2023-12-30,0.07106923439131858
2023-12-29,0.18008302140864757
2023-12-28,0.14956776052136128
2023-12-27,0.1295995398859773
2023-12-26,0.13918181575397698
2023-12-25,0.08799555709478205
2023-12-24,0.07375144359269412
2023-12-23,0.06906946100978034
2023-12-22,0.09454729209391878
2023-12-21,0.1125401166759817
2023-12-20,0.0990616718659831
2023-12-19,0.10748579009999133
2023-12-18,0.10863856994123351
2023-12-17,0.06531440033160986
2023-12-16,0.0646172108361785
2023-12-15,0.08578933048517257
2023-12-14,0.10743680306518745
2023-12-13,0.1232308306675184
2023-12-12,0.11976921574762862
2023-12-11,0.2379497447868831
2023-12-10,0.07121197811919627
2023-12-09,0.11721048759362135
2023-12-08,0.12905992705946404
2023-12-07,0.14261561400581882
2023-12-06,0.16138832134384995
2023-12-05,0.17701595722391222
2023-12-04,0.14415579975932682
2023-12-03,0.06095113898845104
2023-12-02,0.07831632251528638
2023-12-01,0.12951237011254782
2023-11-30,0.10499893462191993
2023-11-29,0.0567539779330764
